韪 韪 [wei3] /bon/louer/
韫 韫 [yun4] /cacher/
韬 韬 [tao1] /haut/(nom d'un col)/cacher/fourreau d'une épée/art de la guerre/stratégie/
韭 韭 [jiu3] /poireau/ciboule/(179e radical)/
韵 韵 [yun4] /rime/charme/
拟 拟 [ni3] /élaborer/établir/avoir l'intention de faire qch/
拢 拢 [long3] /approcher/attacher/lier/peigner/
拣 拣 [jian3] /trier/choisir/
拥 拥 [yong1] /embrasser/étreindre/posséder/disposer de/se ruer vers/affluer vers/se rassembler/grouiller/soutenir/
拦 拦 [lan2] /barrer/bloquer/
拧 拧 [ning4] /têtu/
拨 拨 [bo1] /remuer/pousser/allouer/composer un numéro de téléphone/(classificateur pour groupe (de personnes))/
择 择 [zhai2] /choisir/sélectionner/
挂 挂 [gua4] /pendre/suspendre/accrocher/donner un coup de fil/raccrocher (le téléphone)/
挚 挚 [zhi4] /sincère/(nom de famille)/
挛 挛 [luan2] /lier/
挜 挜 [ya4] /attacher/brandir/tenir/
挝 挝 [zhua1] /frapper/
挞 挞 [ta4] /frapper/Tartares/
挟 挟 [jia1] /tenir entre/
挠 挠 [nao2] /gratter/déranger/fléchir/
挡 挡 [dang4] /disposer/ordonner/
挢 挢 [jiao3] /augmenter/soulever/prétendre/contrefaire/inflexible/corriger/
挣 挣 [zheng4] /se libérer de/se débarrasser de/s'arracher de/gagner/
挤 挤 [ji3] /presser/bousculer/pousser/
挥 挥 [hui1] /agiter/brandir/diriger/
挦 挦 [xian2] /arracher (des cheveux ou des plumes)/choisir/cueillir/extraire (des lignes d'un texte)/
挽 挽 [wan3] /enrouler/retrousser/tirer/
捆 捆 [kun3] /botte/lier/attacher/
纠 纠 [jiu1] /corriger/redresser/emmêler/embrouiller/
纡 纡 [yu1] /sinueux/
红 红 [hong2] /rouge/succès/vogue/dividende/gratification/
捏 捏 [nie1] /pincer/pétrir/modeler/
纣 纣 [zhou4] /Di Xin/sangle de selle de cheval/
纤 纤 [xian1] /fin/soie/fibre/
纥 纥 [he2] /soie de piètre qualité/
约 约 [yue1] /prendre rendez-vous/inviter/environ/convenir de/convention/contrat/
级 级 [ji2] /marche/étage/niveau/échelon/classe/promotion/
纨 纨 [wan2] /soie/gaze/
页 页 [ye4] /page/feuille/
纩 纩 [kuang4] /beau fil de soie ou de coton/
顶 顶 [ding3] /haut/sommet/toit/porter sur la tête/soulever/remplacer/répondre lors d'une discussion Internet/(classificateur pour les objets formant toit : chapeaux, palanquins, moustiquaires)/
纪 纪 [ji4] /discipline/règlement/mémoires/inscrire/
顷 顷 [qing3] /un moment/à présent/100 meou (6,67 hectares)/
纫 纫 [ren4] /tresser/enfiler/
顸 顸 [han1] /stupide/flânerie/grand visage/
纬 纬 [wei3] /trame/latitude/
